onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanization	lexicality	memo
mp	u	c	o	k̚	NCVCVC	ᄆㅂㅜㅈㅗᆨ				
mp	u	k	o	m	NCVCVC	ᄆㅂㅜㄱㅗᆷ				
mp	u	k	o	n	NCVCVC	ᄆㅂㅜㄱㅗᆫ				
mp	u	k	o	ŋ	NCVCVC	ᄆㅂㅜㄱㅗᆼ				
mp	u	k	o	p̚	NCVCVC	ᄆㅂㅜㄱㅗᆸ				
mp	u	k	o	t̚	NCVCVC	ᄆㅂㅜㄱㅗᆮ				
mp	u	tʰ	o	m	NCVCVC	ᄆㅂㅜㅌㅗᆷ				
mp	u	tʰ	o	n	NCVCVC	ᄆㅂㅜㅌㅗᆫ				
mp	u	tʰ	o	ŋ	NCVCVC	ᄆㅂㅜㅌㅗᆼ				
mp	u	tʰ	o	p̚	NCVCVC	ᄆㅂㅜㅌㅗᆸ				
mp	u	tʰ	o	k̚	NCVCVC	ᄆㅂㅜㅌㅗᆨ				
mp	u	cʰ	o	m	NCVCVC	ᄆㅂㅜㅊㅗᆷ				
mp	u	cʰ	o	n	NCVCVC	ᄆㅂㅜㅊㅗᆫ				
mp	u	cʰ	o	ŋ	NCVCVC	ᄆㅂㅜㅊㅗᆼ				
mp	u	cʰ	o	p̚	NCVCVC	ᄆㅂㅜㅊㅗᆸ				
mp	u	cʰ	o	t̚	NCVCVC	ᄆㅂㅜㅊㅗᆮ				
mp	u	cʰ	o	k̚	NCVCVC	ᄆㅂㅜㅊㅗᆨ				
mp	u	kʰ	o	m	NCVCVC	ᄆㅂㅜㅋㅗᆷ				
mp	u	kʰ	o	n	NCVCVC	ᄆㅂㅜㅋㅗᆫ				
mp	u	kʰ	o	ŋ	NCVCVC	ᄆㅂㅜㅋㅗᆼ				
mp	u	kʰ	o	p̚	NCVCVC	ᄆㅂㅜㅋㅗᆸ				
mp	u	kʰ	o	t̚	NCVCVC	ᄆㅂㅜㅋㅗᆮ				
mp	u	s	o	m	NCVCVC	ᄆㅂㅜᄉㅗᆷ				
mp	u	s	o	n	NCVCVC	ᄆㅂㅜᄉㅗᆫ				
mp	u	s	o	ŋ	NCVCVC	ᄆㅂㅜᄉㅗᆼ				
mp	u	s	o	p̚	NCVCVC	ᄆㅂㅜᄉㅗᆸ				
mp	u	s	o	t̚	NCVCVC	ᄆㅂㅜᄉㅗᆮ				
mp	u	s	o	k̚	NCVCVC	ᄆㅂㅜᄉㅗᆨ				
mp	u	m	o	n	NCVCVC	ᄆㅂㅜᄆㅗᆫ				
mp	u	m	o	ŋ	NCVCVC	ᄆㅂㅜᄆㅗᆼ				
mp	u	m	o	p̚	NCVCVC	ᄆㅂㅜᄆㅗᆸ				
mp	u	m	o	t̚	NCVCVC	ᄆㅂㅜᄆㅗᆮ				
mp	u	m	o	k̚	NCVCVC	ᄆㅂㅜᄆㅗᆨ				
mp	u	n	o	m	NCVCVC	ᄆㅂㅜᄂㅗᆷ				
mp	u	n	o	ŋ	NCVCVC	ᄆㅂㅜᄂㅗᆼ				
mp	u	n	o	p̚	NCVCVC	ᄆㅂㅜᄂㅗᆸ				
mp	u	n	o	t̚	NCVCVC	ᄆㅂㅜᄂㅗᆮ				
mp	u	n	o	k̚	NCVCVC	ᄆㅂㅜᄂㅗᆨ				
np	i	t	a	m	NCVCVC	ᄂㅂㅣㄷㅏᆷ				
np	i	t	a	n	NCVCVC	ᄂㅂㅣㄷㅏᆫ				
np	i	t	a	ŋ	NCVCVC	ᄂㅂㅣㄷㅏᆼ				
np	i	t	a	p̚	NCVCVC	ᄂㅂㅣㄷㅏᆸ				
np	i	t	a	k̚	NCVCVC	ᄂㅂㅣㄷㅏᆨ				
np	i	c	a	m	NCVCVC	ᄂㅂㅣㅈㅏᆷ				
np	i	c	a	n	NCVCVC	ᄂㅂㅣㅈㅏᆫ				
np	i	c	a	ŋ	NCVCVC	ᄂㅂㅣㅈㅏᆼ				
np	i	c	a	p̚	NCVCVC	ᄂㅂㅣㅈㅏᆸ				
np	i	c	a	t̚	NCVCVC	ᄂㅂㅣㅈㅏᆮ				
np	i	c	a	k̚	NCVCVC	ᄂㅂㅣㅈㅏᆨ				
np	i	k	a	m	NCVCVC	ᄂㅂㅣㄱㅏᆷ				
np	i	k	a	n	NCVCVC	ᄂㅂㅣㄱㅏᆫ				
np	i	k	a	ŋ	NCVCVC	ᄂㅂㅣㄱㅏᆼ				
np	i	k	a	p̚	NCVCVC	ᄂㅂㅣㄱㅏᆸ				
np	i	k	a	t̚	NCVCVC	ᄂㅂㅣㄱㅏᆮ				
np	i	tʰ	a	m	NCVCVC	ᄂㅂㅣㅌㅏᆷ				
np	i	tʰ	a	n	NCVCVC	ᄂㅂㅣㅌㅏᆫ				
np	i	tʰ	a	ŋ	NCVCVC	ᄂㅂㅣㅌㅏᆼ				
np	i	tʰ	a	p̚	NCVCVC	ᄂㅂㅣㅌㅏᆸ				
np	i	tʰ	a	k̚	NCVCVC	ᄂㅂㅣㅌㅏᆨ				
np	i	cʰ	a	m	NCVCVC	ᄂㅂㅣㅊㅏᆷ				
np	i	cʰ	a	n	NCVCVC	ᄂㅂㅣㅊㅏᆫ				
np	i	cʰ	a	ŋ	NCVCVC	ᄂㅂㅣㅊㅏᆼ				
np	i	cʰ	a	p̚	NCVCVC	ᄂㅂㅣㅊㅏᆸ				
np	i	cʰ	a	t̚	NCVCVC	ᄂㅂㅣㅊㅏᆮ				
np	i	cʰ	a	k̚	NCVCVC	ᄂㅂㅣㅊㅏᆨ				
np	i	kʰ	a	m	NCVCVC	ᄂㅂㅣㅋㅏᆷ				
np	i	kʰ	a	n	NCVCVC	ᄂㅂㅣㅋㅏᆫ				
np	i	kʰ	a	ŋ	NCVCVC	ᄂㅂㅣㅋㅏᆼ				
np	i	kʰ	a	p̚	NCVCVC	ᄂㅂㅣㅋㅏᆸ				
np	i	kʰ	a	t̚	NCVCVC	ᄂㅂㅣㅋㅏᆮ				
np	i	s	a	m	NCVCVC	ᄂㅂㅣᄉㅏᆷ				
np	i	s	a	n	NCVCVC	ᄂㅂㅣᄉㅏᆫ				
np	i	s	a	ŋ	NCVCVC	ᄂㅂㅣᄉㅏᆼ				
np	i	s	a	p̚	NCVCVC	ᄂㅂㅣᄉㅏᆸ				
np	i	s	a	t̚	NCVCVC	ᄂㅂㅣᄉㅏᆮ				
np	i	s	a	k̚	NCVCVC	ᄂㅂㅣᄉㅏᆨ				
np	i	m	a	n	NCVCVC	ᄂㅂㅣᄆㅏᆫ				
np	i	m	a	ŋ	NCVCVC	ᄂㅂㅣᄆㅏᆼ				
np	i	m	a	p̚	NCVCVC	ᄂㅂㅣᄆㅏᆸ				
np	i	m	a	t̚	NCVCVC	ᄂㅂㅣᄆㅏᆮ				
np	i	m	a	k̚	NCVCVC	ᄂㅂㅣᄆㅏᆨ				
np	i	n	a	m	NCVCVC	ᄂㅂㅣᄂㅏᆷ				
np	i	n	a	ŋ	NCVCVC	ᄂㅂㅣᄂㅏᆼ				
np	i	n	a	p̚	NCVCVC	ᄂㅂㅣᄂㅏᆸ				
np	i	n	a	t̚	NCVCVC	ᄂㅂㅣᄂㅏᆮ				
np	i	n	a	k̚	NCVCVC	ᄂㅂㅣᄂㅏᆨ				
np	i	t	o	m	NCVCVC	ᄂㅂㅣㄷㅗᆷ				
np	i	t	o	n	NCVCVC	ᄂㅂㅣㄷㅗᆫ				
np	i	t	o	ŋ	NCVCVC	ᄂㅂㅣㄷㅗᆼ				
np	i	t	o	p̚	NCVCVC	ᄂㅂㅣㄷㅗᆸ				
np	i	t	o	k̚	NCVCVC	ᄂㅂㅣㄷㅗᆨ				
np	i	c	o	m	NCVCVC	ᄂㅂㅣㅈㅗᆷ				
np	i	c	o	n	NCVCVC	ᄂㅂㅣㅈㅗᆫ				
np	i	c	o	ŋ	NCVCVC	ᄂㅂㅣㅈㅗᆼ				
np	i	c	o	p̚	NCVCVC	ᄂㅂㅣㅈㅗᆸ				
np	i	c	o	t̚	NCVCVC	ᄂㅂㅣㅈㅗᆮ				
np	i	c	o	k̚	NCVCVC	ᄂㅂㅣㅈㅗᆨ				
np	i	k	o	m	NCVCVC	ᄂㅂㅣㄱㅗᆷ				
np	i	k	o	n	NCVCVC	ᄂㅂㅣㄱㅗᆫ				
np	i	k	o	ŋ	NCVCVC	ᄂㅂㅣㄱㅗᆼ				
np	i	k	o	p̚	NCVCVC	ᄂㅂㅣㄱㅗᆸ				
np	i	k	o	t̚	NCVCVC	ᄂㅂㅣㄱㅗᆮ				
np	i	tʰ	o	m	NCVCVC	ᄂㅂㅣㅌㅗᆷ				
np	i	tʰ	o	n	NCVCVC	ᄂㅂㅣㅌㅗᆫ				
np	i	tʰ	o	ŋ	NCVCVC	ᄂㅂㅣㅌㅗᆼ				
np	i	tʰ	o	p̚	NCVCVC	ᄂㅂㅣㅌㅗᆸ				
np	i	tʰ	o	k̚	NCVCVC	ᄂㅂㅣㅌㅗᆨ				
np	i	cʰ	o	m	NCVCVC	ᄂㅂㅣㅊㅗᆷ				
np	i	cʰ	o	n	NCVCVC	ᄂㅂㅣㅊㅗᆫ				
np	i	cʰ	o	ŋ	NCVCVC	ᄂㅂㅣㅊㅗᆼ				
np	i	cʰ	o	p̚	NCVCVC	ᄂㅂㅣㅊㅗᆸ				
np	i	cʰ	o	t̚	NCVCVC	ᄂㅂㅣㅊㅗᆮ				
np	i	cʰ	o	k̚	NCVCVC	ᄂㅂㅣㅊㅗᆨ				
np	i	kʰ	o	m	NCVCVC	ᄂㅂㅣㅋㅗᆷ				
np	i	kʰ	o	n	NCVCVC	ᄂㅂㅣㅋㅗᆫ				
np	i	kʰ	o	ŋ	NCVCVC	ᄂㅂㅣㅋㅗᆼ				
np	i	kʰ	o	p̚	NCVCVC	ᄂㅂㅣㅋㅗᆸ				
np	i	kʰ	o	t̚	NCVCVC	ᄂㅂㅣㅋㅗᆮ				
np	i	s	o	m	NCVCVC	ᄂㅂㅣᄉㅗᆷ				
np	i	s	o	n	NCVCVC	ᄂㅂㅣᄉㅗᆫ				
np	i	s	o	ŋ	NCVCVC	ᄂㅂㅣᄉㅗᆼ				
np	i	s	o	p̚	NCVCVC	ᄂㅂㅣᄉㅗᆸ				
np	i	s	o	t̚	NCVCVC	ᄂㅂㅣᄉㅗᆮ				
np	i	s	o	k̚	NCVCVC	ᄂㅂㅣᄉㅗᆨ				
np	i	m	o	n	NCVCVC	ᄂㅂㅣᄆㅗᆫ				
np	i	m	o	ŋ	NCVCVC	ᄂㅂㅣᄆㅗᆼ				
np	i	m	o	p̚	NCVCVC	ᄂㅂㅣᄆㅗᆸ				
np	i	m	o	t̚	NCVCVC	ᄂㅂㅣᄆㅗᆮ				
np	i	m	o	k̚	NCVCVC	ᄂㅂㅣᄆㅗᆨ				
np	i	n	o	m	NCVCVC	ᄂㅂㅣᄂㅗᆷ				
np	i	n	o	ŋ	NCVCVC	ᄂㅂㅣᄂㅗᆼ				
np	i	n	o	p̚	NCVCVC	ᄂㅂㅣᄂㅗᆸ				
np	i	n	o	t̚	NCVCVC	ᄂㅂㅣᄂㅗᆮ				
np	i	n	o	k̚	NCVCVC	ᄂㅂㅣᄂㅗᆨ				
np	i	t	u	m	NCVCVC	ᄂㅂㅣㄷㅜᆷ				
np	i	t	u	n	NCVCVC	ᄂㅂㅣㄷㅜᆫ				
np	i	t	u	ŋ	NCVCVC	ᄂㅂㅣㄷㅜᆼ				
np	i	t	u	p̚	NCVCVC	ᄂㅂㅣㄷㅜᆸ				
np	i	t	u	k̚	NCVCVC	ᄂㅂㅣㄷㅜᆨ				
np	i	c	u	m	NCVCVC	ᄂㅂㅣㅈㅜᆷ				
np	i	c	u	n	NCVCVC	ᄂㅂㅣㅈㅜᆫ				
np	i	c	u	ŋ	NCVCVC	ᄂㅂㅣㅈㅜᆼ				
np	i	c	u	p̚	NCVCVC	ᄂㅂㅣㅈㅜᆸ				
np	i	c	u	t̚	NCVCVC	ᄂㅂㅣㅈㅜᆮ				
np	i	c	u	k̚	NCVCVC	ᄂㅂㅣㅈㅜᆨ				
np	i	k	u	m	NCVCVC	ᄂㅂㅣㄱㅜᆷ				
np	i	k	u	n	NCVCVC	ᄂㅂㅣㄱㅜᆫ				
np	i	k	u	ŋ	NCVCVC	ᄂㅂㅣㄱㅜᆼ				
np	i	k	u	p̚	NCVCVC	ᄂㅂㅣㄱㅜᆸ				
np	i	k	u	t̚	NCVCVC	ᄂㅂㅣㄱㅜᆮ				
np	i	tʰ	u	m	NCVCVC	ᄂㅂㅣㅌㅜᆷ				
np	i	tʰ	u	n	NCVCVC	ᄂㅂㅣㅌㅜᆫ				
np	i	tʰ	u	ŋ	NCVCVC	ᄂㅂㅣㅌㅜᆼ				
np	i	tʰ	u	p̚	NCVCVC	ᄂㅂㅣㅌㅜᆸ				
np	i	tʰ	u	k̚	NCVCVC	ᄂㅂㅣㅌㅜᆨ				
np	i	cʰ	u	m	NCVCVC	ᄂㅂㅣㅊㅜᆷ				
np	i	cʰ	u	n	NCVCVC	ᄂㅂㅣㅊㅜᆫ				
np	i	cʰ	u	ŋ	NCVCVC	ᄂㅂㅣㅊㅜᆼ				
np	i	cʰ	u	p̚	NCVCVC	ᄂㅂㅣㅊㅜᆸ				
np	i	cʰ	u	t̚	NCVCVC	ᄂㅂㅣㅊㅜᆮ				
np	i	cʰ	u	k̚	NCVCVC	ᄂㅂㅣㅊㅜᆨ				
np	i	kʰ	u	m	NCVCVC	ᄂㅂㅣㅋㅜᆷ				
np	i	kʰ	u	n	NCVCVC	ᄂㅂㅣㅋㅜᆫ				
np	i	kʰ	u	ŋ	NCVCVC	ᄂㅂㅣㅋㅜᆼ				
np	i	kʰ	u	p̚	NCVCVC	ᄂㅂㅣㅋㅜᆸ				
np	i	kʰ	u	t̚	NCVCVC	ᄂㅂㅣㅋㅜᆮ				
np	i	s	u	m	NCVCVC	ᄂㅂㅣᄉㅜᆷ				
np	i	s	u	n	NCVCVC	ᄂㅂㅣᄉㅜᆫ				
np	i	s	u	ŋ	NCVCVC	ᄂㅂㅣᄉㅜᆼ				
np	i	s	u	p̚	NCVCVC	ᄂㅂㅣᄉㅜᆸ				
np	i	s	u	t̚	NCVCVC	ᄂㅂㅣᄉㅜᆮ				
np	i	s	u	k̚	NCVCVC	ᄂㅂㅣᄉㅜᆨ				
np	i	m	u	n	NCVCVC	ᄂㅂㅣᄆㅜᆫ				
np	i	m	u	ŋ	NCVCVC	ᄂㅂㅣᄆㅜᆼ				
np	i	m	u	p̚	NCVCVC	ᄂㅂㅣᄆㅜᆸ				
np	i	m	u	t̚	NCVCVC	ᄂㅂㅣᄆㅜᆮ				
np	i	m	u	k̚	NCVCVC	ᄂㅂㅣᄆㅜᆨ				
np	i	n	u	m	NCVCVC	ᄂㅂㅣᄂㅜᆷ				
np	i	n	u	ŋ	NCVCVC	ᄂㅂㅣᄂㅜᆼ				
np	i	n	u	p̚	NCVCVC	ᄂㅂㅣᄂㅜᆸ				
np	i	n	u	t̚	NCVCVC	ᄂㅂㅣᄂㅜᆮ				
np	i	n	u	k̚	NCVCVC	ᄂㅂㅣᄂㅜᆨ				
np	a	t	i	m	NCVCVC	ᄂㅂㅏㄷㅣᆷ				
np	a	t	i	n	NCVCVC	ᄂㅂㅏㄷㅣᆫ				
np	a	t	i	ŋ	NCVCVC	ᄂㅂㅏㄷㅣᆼ				
np	a	t	i	p̚	NCVCVC	ᄂㅂㅏㄷㅣᆸ				
np	a	t	i	k̚	NCVCVC	ᄂㅂㅏㄷㅣᆨ				
np	a	c	i	m	NCVCVC	ᄂㅂㅏㅈㅣᆷ				
np	a	c	i	n	NCVCVC	ᄂㅂㅏㅈㅣᆫ				
np	a	c	i	ŋ	NCVCVC	ᄂㅂㅏㅈㅣᆼ				
np	a	c	i	p̚	NCVCVC	ᄂㅂㅏㅈㅣᆸ				
np	a	c	i	t̚	NCVCVC	ᄂㅂㅏㅈㅣᆮ				
np	a	c	i	k̚	NCVCVC	ᄂㅂㅏㅈㅣᆨ				
np	a	k	i	m	NCVCVC	ᄂㅂㅏㄱㅣᆷ				
np	a	k	i	n	NCVCVC	ᄂㅂㅏㄱㅣᆫ				
np	a	k	i	ŋ	NCVCVC	ᄂㅂㅏㄱㅣᆼ				
np	a	k	i	p̚	NCVCVC	ᄂㅂㅏㄱㅣᆸ				
np	a	k	i	t̚	NCVCVC	ᄂㅂㅏㄱㅣᆮ				
np	a	tʰ	i	m	NCVCVC	ᄂㅂㅏㅌㅣᆷ				
np	a	tʰ	i	n	NCVCVC	ᄂㅂㅏㅌㅣᆫ				
np	a	tʰ	i	ŋ	NCVCVC	ᄂㅂㅏㅌㅣᆼ				
np	a	tʰ	i	p̚	NCVCVC	ᄂㅂㅏㅌㅣᆸ				
np	a	tʰ	i	k̚	NCVCVC	ᄂㅂㅏㅌㅣᆨ				
np	a	cʰ	i	m	NCVCVC	ᄂㅂㅏㅊㅣᆷ				
np	a	cʰ	i	n	NCVCVC	ᄂㅂㅏㅊㅣᆫ				
np	a	cʰ	i	ŋ	NCVCVC	ᄂㅂㅏㅊㅣᆼ				
np	a	cʰ	i	p̚	NCVCVC	ᄂㅂㅏㅊㅣᆸ				
np	a	cʰ	i	t̚	NCVCVC	ᄂㅂㅏㅊㅣᆮ				
np	a	cʰ	i	k̚	NCVCVC	ᄂㅂㅏㅊㅣᆨ				
np	a	kʰ	i	m	NCVCVC	ᄂㅂㅏㅋㅣᆷ				
np	a	kʰ	i	n	NCVCVC	ᄂㅂㅏㅋㅣᆫ				
np	a	kʰ	i	ŋ	NCVCVC	ᄂㅂㅏㅋㅣᆼ				
np	a	kʰ	i	p̚	NCVCVC	ᄂㅂㅏㅋㅣᆸ				
np	a	kʰ	i	t̚	NCVCVC	ᄂㅂㅏㅋㅣᆮ				
np	a	s	i	m	NCVCVC	ᄂㅂㅏᄉㅣᆷ				
np	a	s	i	n	NCVCVC	ᄂㅂㅏᄉㅣᆫ				
np	a	s	i	ŋ	NCVCVC	ᄂㅂㅏᄉㅣᆼ				
np	a	s	i	p̚	NCVCVC	ᄂㅂㅏᄉㅣᆸ				
np	a	s	i	t̚	NCVCVC	ᄂㅂㅏᄉㅣᆮ				
np	a	s	i	k̚	NCVCVC	ᄂㅂㅏᄉㅣᆨ				
np	a	m	i	n	NCVCVC	ᄂㅂㅏᄆㅣᆫ				
np	a	m	i	ŋ	NCVCVC	ᄂㅂㅏᄆㅣᆼ				
np	a	m	i	p̚	NCVCVC	ᄂㅂㅏᄆㅣᆸ				
np	a	m	i	t̚	NCVCVC	ᄂㅂㅏᄆㅣᆮ				
np	a	m	i	k̚	NCVCVC	ᄂㅂㅏᄆㅣᆨ				
np	a	n	i	m	NCVCVC	ᄂㅂㅏᄂㅣᆷ				
np	a	n	i	ŋ	NCVCVC	ᄂㅂㅏᄂㅣᆼ				
np	a	n	i	p̚	NCVCVC	ᄂㅂㅏᄂㅣᆸ				
np	a	n	i	t̚	NCVCVC	ᄂㅂㅏᄂㅣᆮ				
np	a	n	i	k̚	NCVCVC	ᄂㅂㅏᄂㅣᆨ				
np	a	t	o	m	NCVCVC	ᄂㅂㅏㄷㅗᆷ				
np	a	t	o	n	NCVCVC	ᄂㅂㅏㄷㅗᆫ				
np	a	t	o	ŋ	NCVCVC	ᄂㅂㅏㄷㅗᆼ				
np	a	t	o	p̚	NCVCVC	ᄂㅂㅏㄷㅗᆸ				
np	a	t	o	k̚	NCVCVC	ᄂㅂㅏㄷㅗᆨ				
np	a	c	o	m	NCVCVC	ᄂㅂㅏㅈㅗᆷ				
np	a	c	o	n	NCVCVC	ᄂㅂㅏㅈㅗᆫ				
np	a	c	o	ŋ	NCVCVC	ᄂㅂㅏㅈㅗᆼ				
np	a	c	o	p̚	NCVCVC	ᄂㅂㅏㅈㅗᆸ				
np	a	c	o	t̚	NCVCVC	ᄂㅂㅏㅈㅗᆮ				
np	a	c	o	k̚	NCVCVC	ᄂㅂㅏㅈㅗᆨ				
np	a	k	o	m	NCVCVC	ᄂㅂㅏㄱㅗᆷ				
np	a	k	o	n	NCVCVC	ᄂㅂㅏㄱㅗᆫ				
np	a	k	o	ŋ	NCVCVC	ᄂㅂㅏㄱㅗᆼ				
np	a	k	o	p̚	NCVCVC	ᄂㅂㅏㄱㅗᆸ				
np	a	k	o	t̚	NCVCVC	ᄂㅂㅏㄱㅗᆮ				
np	a	tʰ	o	m	NCVCVC	ᄂㅂㅏㅌㅗᆷ				
np	a	tʰ	o	n	NCVCVC	ᄂㅂㅏㅌㅗᆫ				
np	a	tʰ	o	ŋ	NCVCVC	ᄂㅂㅏㅌㅗᆼ				
np	a	tʰ	o	p̚	NCVCVC	ᄂㅂㅏㅌㅗᆸ				
np	a	tʰ	o	k̚	NCVCVC	ᄂㅂㅏㅌㅗᆨ				
np	a	cʰ	o	m	NCVCVC	ᄂㅂㅏㅊㅗᆷ				
np	a	cʰ	o	n	NCVCVC	ᄂㅂㅏㅊㅗᆫ				
np	a	cʰ	o	ŋ	NCVCVC	ᄂㅂㅏㅊㅗᆼ				
np	a	cʰ	o	p̚	NCVCVC	ᄂㅂㅏㅊㅗᆸ				
np	a	cʰ	o	t̚	NCVCVC	ᄂㅂㅏㅊㅗᆮ				
np	a	cʰ	o	k̚	NCVCVC	ᄂㅂㅏㅊㅗᆨ				
np	a	kʰ	o	m	NCVCVC	ᄂㅂㅏㅋㅗᆷ				
np	a	kʰ	o	n	NCVCVC	ᄂㅂㅏㅋㅗᆫ				
np	a	kʰ	o	ŋ	NCVCVC	ᄂㅂㅏㅋㅗᆼ				
np	a	kʰ	o	p̚	NCVCVC	ᄂㅂㅏㅋㅗᆸ				
np	a	kʰ	o	t̚	NCVCVC	ᄂㅂㅏㅋㅗᆮ				
np	a	s	o	m	NCVCVC	ᄂㅂㅏᄉㅗᆷ				
np	a	s	o	n	NCVCVC	ᄂㅂㅏᄉㅗᆫ				
np	a	s	o	ŋ	NCVCVC	ᄂㅂㅏᄉㅗᆼ				
np	a	s	o	p̚	NCVCVC	ᄂㅂㅏᄉㅗᆸ				
np	a	s	o	t̚	NCVCVC	ᄂㅂㅏᄉㅗᆮ				
np	a	s	o	k̚	NCVCVC	ᄂㅂㅏᄉㅗᆨ				
np	a	m	o	n	NCVCVC	ᄂㅂㅏᄆㅗᆫ				
np	a	m	o	ŋ	NCVCVC	ᄂㅂㅏᄆㅗᆼ				
np	a	m	o	p̚	NCVCVC	ᄂㅂㅏᄆㅗᆸ				
np	a	m	o	t̚	NCVCVC	ᄂㅂㅏᄆㅗᆮ				
np	a	m	o	k̚	NCVCVC	ᄂㅂㅏᄆㅗᆨ				
np	a	n	o	m	NCVCVC	ᄂㅂㅏᄂㅗᆷ				
np	a	n	o	ŋ	NCVCVC	ᄂㅂㅏᄂㅗᆼ				
np	a	n	o	p̚	NCVCVC	ᄂㅂㅏᄂㅗᆸ				
np	a	n	o	t̚	NCVCVC	ᄂㅂㅏᄂㅗᆮ				
np	a	n	o	k̚	NCVCVC	ᄂㅂㅏᄂㅗᆨ				
np	a	t	u	m	NCVCVC	ᄂㅂㅏㄷㅜᆷ				
np	a	t	u	n	NCVCVC	ᄂㅂㅏㄷㅜᆫ				
np	a	t	u	ŋ	NCVCVC	ᄂㅂㅏㄷㅜᆼ				
np	a	t	u	p̚	NCVCVC	ᄂㅂㅏㄷㅜᆸ				
np	a	t	u	k̚	NCVCVC	ᄂㅂㅏㄷㅜᆨ				
np	a	c	u	m	NCVCVC	ᄂㅂㅏㅈㅜᆷ				
np	a	c	u	n	NCVCVC	ᄂㅂㅏㅈㅜᆫ				
np	a	c	u	ŋ	NCVCVC	ᄂㅂㅏㅈㅜᆼ				
np	a	c	u	p̚	NCVCVC	ᄂㅂㅏㅈㅜᆸ				
np	a	c	u	t̚	NCVCVC	ᄂㅂㅏㅈㅜᆮ				
np	a	c	u	k̚	NCVCVC	ᄂㅂㅏㅈㅜᆨ				
np	a	k	u	m	NCVCVC	ᄂㅂㅏㄱㅜᆷ				
np	a	k	u	n	NCVCVC	ᄂㅂㅏㄱㅜᆫ				
np	a	k	u	ŋ	NCVCVC	ᄂㅂㅏㄱㅜᆼ				
np	a	k	u	p̚	NCVCVC	ᄂㅂㅏㄱㅜᆸ				
np	a	k	u	t̚	NCVCVC	ᄂㅂㅏㄱㅜᆮ				
np	a	tʰ	u	m	NCVCVC	ᄂㅂㅏㅌㅜᆷ				
np	a	tʰ	u	n	NCVCVC	ᄂㅂㅏㅌㅜᆫ				
np	a	tʰ	u	ŋ	NCVCVC	ᄂㅂㅏㅌㅜᆼ				
np	a	tʰ	u	p̚	NCVCVC	ᄂㅂㅏㅌㅜᆸ				
np	a	tʰ	u	k̚	NCVCVC	ᄂㅂㅏㅌㅜᆨ				
np	a	cʰ	u	m	NCVCVC	ᄂㅂㅏㅊㅜᆷ				
np	a	cʰ	u	n	NCVCVC	ᄂㅂㅏㅊㅜᆫ				
np	a	cʰ	u	ŋ	NCVCVC	ᄂㅂㅏㅊㅜᆼ				
np	a	cʰ	u	p̚	NCVCVC	ᄂㅂㅏㅊㅜᆸ				
np	a	cʰ	u	t̚	NCVCVC	ᄂㅂㅏㅊㅜᆮ				
np	a	cʰ	u	k̚	NCVCVC	ᄂㅂㅏㅊㅜᆨ				
np	a	kʰ	u	m	NCVCVC	ᄂㅂㅏㅋㅜᆷ				
np	a	kʰ	u	n	NCVCVC	ᄂㅂㅏㅋㅜᆫ				
np	a	kʰ	u	ŋ	NCVCVC	ᄂㅂㅏㅋㅜᆼ				
np	a	kʰ	u	p̚	NCVCVC	ᄂㅂㅏㅋㅜᆸ				
np	a	kʰ	u	t̚	NCVCVC	ᄂㅂㅏㅋㅜᆮ				
np	a	s	u	m	NCVCVC	ᄂㅂㅏᄉㅜᆷ				
np	a	s	u	n	NCVCVC	ᄂㅂㅏᄉㅜᆫ				
np	a	s	u	ŋ	NCVCVC	ᄂㅂㅏᄉㅜᆼ				
np	a	s	u	p̚	NCVCVC	ᄂㅂㅏᄉㅜᆸ				
np	a	s	u	t̚	NCVCVC	ᄂㅂㅏᄉㅜᆮ				
np	a	s	u	k̚	NCVCVC	ᄂㅂㅏᄉㅜᆨ				
np	a	m	u	n	NCVCVC	ᄂㅂㅏᄆㅜᆫ				
np	a	m	u	ŋ	NCVCVC	ᄂㅂㅏᄆㅜᆼ				
np	a	m	u	p̚	NCVCVC	ᄂㅂㅏᄆㅜᆸ				
np	a	m	u	t̚	NCVCVC	ᄂㅂㅏᄆㅜᆮ				
np	a	m	u	k̚	NCVCVC	ᄂㅂㅏᄆㅜᆨ				
np	a	n	u	m	NCVCVC	ᄂㅂㅏᄂㅜᆷ				
np	a	n	u	ŋ	NCVCVC	ᄂㅂㅏᄂㅜᆼ				
np	a	n	u	p̚	NCVCVC	ᄂㅂㅏᄂㅜᆸ				
np	a	n	u	t̚	NCVCVC	ᄂㅂㅏᄂㅜᆮ				
np	a	n	u	k̚	NCVCVC	ᄂㅂㅏᄂㅜᆨ				
np	o	t	i	m	NCVCVC	ᄂㅂㅗㄷㅣᆷ				
np	o	t	i	n	NCVCVC	ᄂㅂㅗㄷㅣᆫ				
np	o	t	i	ŋ	NCVCVC	ᄂㅂㅗㄷㅣᆼ				
np	o	t	i	p̚	NCVCVC	ᄂㅂㅗㄷㅣᆸ				
np	o	t	i	k̚	NCVCVC	ᄂㅂㅗㄷㅣᆨ				
np	o	c	i	m	NCVCVC	ᄂㅂㅗㅈㅣᆷ				
np	o	c	i	n	NCVCVC	ᄂㅂㅗㅈㅣᆫ				
np	o	c	i	ŋ	NCVCVC	ᄂㅂㅗㅈㅣᆼ				
np	o	c	i	p̚	NCVCVC	ᄂㅂㅗㅈㅣᆸ				
